id,label
369,ship
370,deer
371,frog
372,dog
373,dog
374,airplane
375,truck
376,airplane
377,frog
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,ship
385,deer
386,cat
387,ship
388,truck
389,bird
390,cat
391,frog
392,frog
393,bird
394,frog
395,frog
396,bird
397,frog
398,deer
399,dog
400,cat
401,automobile
402,ship
403,deer
404,airplane
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,bird
413,frog
414,airplane
415,automobile
416,frog
417,truck
418,bird
419,bird
420,dog
421,frog
422,frog
423,ship
424,deer
425,ship
426,ship
427,truck
428,bird
429,automobile
430,frog
431,frog
432,bird
433,bird
434,airplane
435,truck
436,deer
437,automobile
438,truck
439,automobile
440,bird
441,truck
442,airplane
443,horse
444,frog
445,ship
446,dog
447,horse
448,truck
449,airplane
450,airplane
451,dog
452,frog
453,bird
454,airplane
455,horse
456,airplane
457,deer
458,cat
459,bird
460,truck
461,automobile
462,truck
463,horse
464,bird
465,ship
466,frog
467,dog
468,bird
469,dog
470,frog
471,horse
472,ship
473,frog
474,airplane
475,cat
476,dog
477,truck
478,horse
479,frog
480,bird
481,horse
482,ship
483,bird
484,truck
485,dog
486,airplane
487,frog
488,horse
489,ship
490,airplane
491,truck
492,ship
493,frog
494,cat
495,automobile
496,horse
497,ship
498,frog
499,cat
500,cat
501,ship
502,dog
503,bird
504,truck
505,frog
506,dog
507,dog
508,automobile
509,dog
510,automobile
511,dog
512,automobile
513,frog
514,deer
515,airplane
516,ship
517,bird
518,ship
519,ship
520,automobile
521,truck
522,dog
523,horse
524,truck
525,frog
526,deer
527,airplane
528,dog
529,frog
530,airplane
531,dog
532,frog
533,bird
534,bird
535,frog
536,bird
537,airplane
538,ship
539,truck
540,truck
541,truck
542,cat
543,deer
544,airplane
545,bird
546,deer
547,bird
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,dog
555,frog
556,deer
557,dog
558,ship
559,frog
560,bird
561,automobile
562,bird
563,frog
564,bird
565,ship
566,horse
567,bird
568,deer
569,cat
570,horse
571,ship
572,frog
573,bird
574,ship
575,bird
576,bird
577,truck
578,bird
579,ship
580,deer
581,frog
582,frog
583,frog
584,truck
585,automobile
586,cat
587,deer
588,airplane
589,airplane
590,deer
591,horse
592,deer
593,truck
594,horse
595,frog
596,deer
597,dog
598,truck
599,dog
600,bird
601,truck
602,automobile
603,cat
604,truck
605,automobile
606,ship
607,bird
608,cat
609,horse
610,truck
611,deer
612,cat
613,automobile
614,ship
615,cat
616,deer
617,automobile
618,deer
619,horse
620,deer
621,frog
622,truck
623,cat
624,ship
625,bird
626,truck
627,ship
628,horse
629,horse
630,dog
631,airplane
632,deer
633,truck
634,horse
635,horse
636,ship
637,deer
638,frog
639,airplane
640,cat
641,frog
642,cat
643,deer
644,cat
645,truck
646,automobile
647,truck
648,horse
649,frog
650,airplane
651,automobile
652,truck
653,dog
654,dog
655,bird
656,dog
657,cat
658,truck
659,deer
660,deer
661,frog
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,bird
668,automobile
669,frog
670,cat
671,bird
672,bird
673,frog
674,airplane
675,horse
676,truck
677,cat
678,automobile
679,dog
680,cat
681,bird
682,cat
683,airplane
684,horse
685,frog
686,ship
687,frog
688,cat
689,bird
690,bird
691,bird
692,airplane
693,cat
694,automobile
695,automobile
696,truck
697,cat
698,ship
699,automobile
700,frog
701,truck
702,dog
703,truck
704,dog
705,cat
706,dog
707,bird
708,horse
709,bird
710,deer
711,frog
712,automobile
713,cat
714,deer
715,automobile
716,automobile
717,bird
718,frog
719,cat
720,dog
721,truck
722,frog
723,bird
724,dog
725,bird
726,bird
727,dog
728,deer
729,ship
730,bird
731,ship
732,cat
733,truck
734,bird
735,dog
736,automobile
737,frog
738,cat
739,cat
740,horse
741,bird
742,dog
743,automobile
744,cat
745,airplane
746,bird
747,airplane
748,automobile
749,dog
750,bird
751,automobile
752,ship
753,truck
754,truck
755,cat
756,automobile
757,cat
758,dog
759,frog
760,automobile
761,automobile
762,truck
763,deer
764,dog
765,airplane
766,ship
767,deer
768,truck
769,bird
770,ship
771,airplane
772,horse
773,dog
774,dog
775,bird
776,ship
777,airplane
778,dog
779,horse
780,horse
781,truck
782,deer
783,automobile
784,bird
785,frog
786,bird
787,dog
788,dog
789,bird
790,horse
791,bird
792,dog
793,dog
794,cat
795,horse
796,airplane
797,bird
798,frog
799,deer
800,airplane
801,frog
802,deer
803,bird
804,airplane
805,airplane
806,airplane
807,frog
808,cat
809,bird
810,frog
811,truck
812,horse
813,frog
814,bird
815,horse
816,truck
817,frog
818,ship
819,cat
820,deer
821,dog
822,deer
823,truck
824,ship
825,airplane
826,airplane
827,cat
828,bird
829,frog
830,ship
831,automobile
832,cat
833,bird
834,ship
835,truck
836,bird
837,truck
838,cat
839,dog
840,bird
841,horse
842,deer
843,dog
844,automobile
845,dog
846,frog
847,horse
848,deer
849,automobile
850,cat
851,ship
852,dog
853,horse
854,frog
855,dog
856,frog
857,ship
858,truck
859,dog
860,bird
861,automobile
862,ship
863,cat
864,airplane
865,ship
866,dog
867,deer
868,dog
869,airplane
870,frog
871,cat
872,horse
873,truck
874,bird
875,ship
876,truck
877,cat
878,deer
879,frog
880,ship
881,bird
882,frog
883,truck
884,dog
885,bird
886,frog
887,dog
888,dog
889,horse
890,dog
891,bird
892,frog
893,ship
894,automobile
895,truck
896,frog
897,frog
898,truck
899,dog
900,bird
901,frog
902,automobile
903,horse
904,truck
905,cat
906,bird
907,frog
908,bird
909,airplane
910,dog
911,cat
912,frog
913,deer
914,horse
915,truck
916,ship
917,bird
918,automobile
919,truck
920,dog
921,dog
922,frog
923,bird
924,automobile
925,frog
926,automobile
927,bird
928,cat
929,automobile
930,truck
931,bird
932,bird
933,dog
934,horse
935,horse
936,airplane
937,frog
938,automobile
939,automobile
940,airplane
941,bird
942,truck
943,truck
944,airplane
945,horse
946,bird
947,ship
948,truck
949,truck
950,frog
951,bird
952,bird
953,dog
954,cat
955,truck
956,truck
957,deer
958,deer
959,automobile
960,airplane
961,frog
962,frog
963,horse
964,airplane
965,dog
966,cat
967,frog
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,truck
974,frog
975,frog
976,deer
977,airplane
978,deer
979,truck
980,dog
981,bird
982,dog
983,ship
984,frog
985,airplane
986,bird
987,horse
988,frog
989,truck
990,deer
991,truck
992,ship
993,dog
994,automobile
995,deer
996,cat
997,truck
998,ship
999,horse
1000,truck
1001,bird
1002,airplane
1003,cat
1004,airplane
1005,cat
1006,dog
1007,ship
1008,automobile
1009,automobile
1010,cat
1011,cat
1012,deer
1013,automobile
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,cat
1020,automobile
1021,dog
1022,frog
1023,deer
1024,automobile
1025,truck
1026,automobile
1027,truck
1028,bird
1029,dog
1030,dog
1031,horse
1032,bird
1033,deer
1034,cat
1035,bird
1036,dog
1037,deer
1038,automobile
1039,dog
1040,airplane
1041,cat
1042,truck
1043,dog
1044,bird
1045,dog
1046,airplane
1047,ship
1048,horse
1049,horse
1050,bird
1051,dog
1052,bird
1053,dog
1054,frog
1055,bird
1056,frog
1057,airplane
1058,deer
1059,bird
1060,horse
1061,frog
1062,bird
1063,truck
1064,automobile
1065,bird
1066,truck
1067,dog
1068,horse
1069,airplane
1070,bird
1071,cat
1072,deer
1073,horse
1074,frog
1075,bird
1076,truck
1077,bird
1078,frog
1079,truck
1080,dog
1081,deer
1082,dog
1083,bird
1084,ship
1085,ship
1086,truck
1087,horse
1088,deer
1089,cat
1090,cat
1091,automobile
1092,ship
1093,truck
1094,automobile
1095,bird
1096,truck
1097,cat
1098,frog
1099,bird
1100,truck
1101,dog
1102,airplane
1103,dog
1104,automobile
1105,truck
1106,deer
1107,airplane
1108,truck
1109,truck
1110,deer
1111,bird
1112,horse
1113,ship
1114,frog
1115,deer
1116,bird
1117,truck
1118,deer
1119,airplane
1120,cat
1121,automobile
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,cat
1128,frog
1129,truck
1130,ship
1131,bird
1132,deer
1133,frog
1134,bird
1135,automobile
1136,frog
1137,frog
1138,ship
1139,horse
1140,horse
1141,frog
1142,dog
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,frog
1150,bird
1151,bird
1152,truck
1153,bird
1154,bird
1155,horse
1156,dog
1157,dog
1158,automobile
1159,airplane
1160,deer
1161,dog
1162,airplane
1163,airplane
1164,frog
1165,ship
1166,bird
1167,ship
1168,automobile
1169,horse
1170,cat
1171,frog
1172,truck
1173,automobile
1174,cat
1175,ship
1176,airplane
1177,deer
1178,truck
1179,dog
1180,frog
1181,frog
1182,cat
1183,automobile
1184,deer
1185,truck
1186,cat
1187,dog
1188,cat
1189,bird
1190,dog
1191,deer
1192,truck
1193,airplane
1194,cat
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,dog
1201,truck
1202,bird
1203,frog
1204,dog
1205,truck
1206,dog
1207,dog
1208,truck
1209,cat
1210,frog
1211,truck
1212,truck
1213,truck
1214,truck
1215,ship
1216,frog
1217,cat
1218,bird
1219,bird
1220,automobile
1221,dog
1222,ship
1223,dog
1224,bird
1225,ship
1226,automobile
1227,automobile
1228,cat
1229,automobile
1230,dog
1231,horse
1232,truck
1233,dog
1234,automobile
1235,automobile
1236,frog
1237,automobile
1238,dog
1239,cat
1240,automobile
1241,cat
1242,deer
1243,ship
1244,airplane
1245,truck
1246,bird
1247,horse
1248,airplane
1249,horse
1250,truck
1251,frog
1252,deer
1253,airplane
1254,ship
1255,ship
1256,bird
1257,bird
1258,bird
1259,frog
1260,automobile
1261,dog
1262,bird
1263,horse
1264,bird
1265,truck
1266,frog
1267,cat
1268,frog
1269,truck
1270,dog
1271,dog
1272,airplane
1273,ship
1274,deer
1275,airplane
1276,frog
1277,bird
1278,horse
1279,ship
1280,frog
1281,cat
1282,ship
1283,frog
1284,frog
1285,truck
1286,dog
1287,deer
1288,horse
1289,cat
1290,frog
1291,automobile
1292,truck
1293,truck
1294,automobile
1295,truck
1296,deer
1297,dog
1298,horse
1299,airplane
1300,ship
1301,automobile
1302,airplane
1303,deer
1304,bird
1305,horse
1306,dog
1307,deer
1308,deer
1309,bird
1310,frog
1311,truck
1312,cat
1313,airplane
1314,frog
1315,deer
1316,automobile
1317,cat
1318,truck
1319,dog
1320,truck
1321,cat
1322,frog
1323,airplane
1324,cat
1325,horse
1326,bird
1327,deer
1328,automobile
1329,automobile
1330,airplane
1331,automobile
1332,ship
1333,bird
1334,truck
1335,dog
1336,cat
1337,dog
1338,deer
1339,automobile
1340,horse
1341,automobile
1342,frog
1343,airplane
1344,airplane
1345,truck
1346,truck
1347,bird
1348,airplane
1349,horse
1350,frog
1351,dog
1352,dog
1353,bird
1354,cat
1355,deer
1356,truck
1357,dog
1358,cat
1359,dog
1360,dog
1361,automobile
1362,automobile
1363,deer
1364,deer
1365,horse
1366,truck
1367,deer
1368,cat
1369,frog
1370,automobile
1371,frog
1372,cat
1373,cat
1374,dog
1375,deer
1376,bird
1377,ship
1378,horse
1379,automobile
1380,cat
1381,ship
1382,truck
1383,ship
1384,cat
1385,truck
1386,deer
1387,ship
1388,bird
1389,deer
1390,dog
1391,bird
1392,frog
1393,deer
1394,ship
1395,bird
1396,horse
1397,deer
1398,truck
1399,airplane
1400,airplane
1401,truck
1402,ship
1403,deer
1404,automobile
1405,cat
1406,cat
1407,cat
1408,bird
1409,truck
1410,cat
1411,deer
1412,cat
1413,automobile
1414,dog
1415,truck
1416,dog
1417,ship
1418,frog
1419,horse
1420,bird
1421,truck
1422,ship
1423,frog
1424,dog
1425,airplane
1426,frog
1427,horse
1428,cat
1429,bird
1430,cat
1431,bird
1432,automobile
1433,truck
1434,bird
1435,automobile
1436,bird
1437,frog
1438,horse
1439,cat
1440,dog
1441,truck
1442,cat
1443,frog
1444,bird
1445,automobile
1446,dog
1447,frog
1448,bird
1449,horse
1450,airplane
1451,airplane
1452,ship
1453,frog
1454,deer
1455,frog
1456,cat
1457,deer
1458,horse
1459,ship
1460,airplane
1461,frog
1462,ship
1463,frog
1464,dog
1465,horse
1466,ship
1467,truck
1468,deer
1469,ship
1470,cat
1471,dog
1472,bird
1473,frog
1474,bird
1475,bird
1476,horse
1477,bird
1478,truck
1479,truck
1480,deer
1481,bird
1482,dog
1483,ship
1484,truck
1485,bird
1486,cat
1487,bird
1488,cat
1489,horse
1490,horse
1491,airplane
1492,dog
1493,horse
1494,dog
1495,frog
1496,airplane
1497,dog
1498,airplane
1499,ship
1500,truck
1501,airplane
1502,bird
1503,ship
1504,truck
1505,horse
1506,bird
1507,airplane
1508,bird
1509,horse
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,deer
1516,frog
1517,truck
1518,airplane
1519,bird
1520,automobile
1521,frog
1522,ship
1523,truck
1524,frog
1525,truck
1526,bird
1527,cat
1528,bird
1529,dog
1530,bird
1531,automobile
1532,ship
1533,bird
1534,bird
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,ship
1542,cat
1543,truck
1544,deer
1545,truck
1546,bird
1547,cat
1548,frog
1549,deer
1550,deer
1551,dog
1552,truck
1553,automobile
1554,bird
1555,bird
1556,horse
1557,bird
1558,dog
1559,bird
1560,deer
1561,deer
1562,frog
1563,dog
1564,cat
1565,horse
1566,frog
1567,deer
1568,ship
1569,truck
1570,bird
1571,deer
1572,truck
1573,automobile
1574,deer
1575,cat
1576,ship
1577,truck
1578,airplane
1579,truck
1580,cat
1581,deer
1582,automobile
1583,ship
1584,truck
1585,airplane
1586,deer
1587,airplane
1588,frog
1589,deer
1590,frog
1591,frog
1592,dog
1593,bird
1594,cat
1595,dog
1596,automobile
1597,bird
1598,dog
1599,frog
1600,airplane
1601,airplane
1602,truck
1603,dog
1604,cat
1605,cat
1606,horse
1607,ship
1608,horse
1609,cat
1610,frog
1611,deer
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,dog
1618,bird
1619,dog
1620,truck
1621,ship
1622,frog
1623,ship
1624,automobile
1625,truck
1626,cat
1627,dog
1628,frog
1629,deer
1630,cat
1631,automobile
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,cat
1637,truck
1638,deer
1639,frog
1640,airplane
1641,automobile
1642,truck
1643,cat
1644,horse
1645,automobile
1646,dog
1647,truck
1648,automobile
1649,cat
1650,automobile
1651,dog
1652,truck
1653,deer
1654,dog
1655,automobile
1656,dog
1657,automobile
1658,frog
1659,airplane
1660,truck
1661,frog
1662,truck
1663,deer
1664,ship
1665,cat
1666,automobile
1667,deer
1668,ship
1669,cat
1670,automobile
1671,truck
1672,frog
1673,dog
1674,bird
1675,truck
1676,airplane
1677,frog
1678,deer
1679,deer
1680,cat
1681,deer
1682,ship
1683,truck
1684,frog
1685,frog
1686,dog
1687,airplane
1688,airplane
1689,frog
1690,automobile
1691,frog
1692,frog
1693,automobile
1694,horse
1695,airplane
1696,cat
1697,ship
1698,automobile
1699,ship
1700,deer
1701,frog
1702,bird
1703,airplane
1704,dog
1705,dog
1706,bird
1707,truck
1708,dog
1709,airplane
1710,truck
1711,horse
1712,deer
1713,dog
1714,frog
1715,airplane
1716,deer
1717,bird
1718,horse
1719,cat
1720,cat
1721,frog
1722,cat
1723,horse
1724,bird
1725,frog
1726,deer
1727,frog
1728,cat
1729,ship
1730,deer
1731,truck
1732,truck
1733,horse
1734,ship
1735,frog
1736,truck
1737,dog
1738,bird
1739,bird
1740,bird
1741,ship
1742,airplane
1743,frog
1744,cat
1745,bird
1746,automobile
1747,frog
1748,dog
1749,frog
1750,dog
1751,automobile
1752,airplane
1753,deer
1754,automobile
1755,frog
1756,truck
1757,truck
1758,truck
1759,truck
1760,cat
1761,ship
1762,ship
1763,airplane
1764,cat
1765,frog
1766,airplane
1767,cat
1768,truck
1769,bird
1770,cat
1771,frog
1772,truck
1773,truck
1774,frog
1775,bird
1776,deer
1777,cat
1778,automobile
1779,truck
1780,dog
1781,truck
1782,bird
1783,cat
1784,bird
1785,cat
1786,automobile
1787,truck
1788,automobile
1789,airplane
1790,cat
1791,dog
1792,truck
1793,ship
1794,truck
1795,deer
1796,bird
1797,bird
1798,bird
1799,dog
1800,automobile
1801,deer
1802,dog
1803,bird
1804,cat
1805,automobile
1806,cat
1807,cat
1808,truck
1809,truck
1810,horse
1811,dog
1812,horse
1813,horse
1814,horse
1815,deer
1816,deer
1817,cat
1818,airplane
1819,bird
1820,dog
1821,dog
1822,horse
1823,bird
1824,deer
1825,dog
1826,dog
1827,dog
1828,bird
1829,bird
1830,automobile
1831,truck
1832,bird
1833,airplane
1834,truck
1835,dog
1836,cat
1837,cat
1838,horse
1839,dog
1840,frog
1841,deer
1842,deer
1843,bird
1844,horse
1845,frog
1846,bird
1847,dog
1848,airplane
1849,horse
1850,cat
1851,cat
1852,frog
1853,automobile
1854,ship
1855,deer
1856,automobile
1857,frog
1858,horse
1859,deer
1860,ship
1861,horse
1862,airplane
1863,dog
1864,frog
1865,dog
1866,frog
1867,cat
1868,bird
1869,frog
1870,dog
1871,airplane
1872,deer
1873,frog
1874,airplane
1875,bird
1876,deer
1877,ship
1878,frog
1879,dog
1880,automobile
1881,deer
1882,truck
1883,bird
1884,frog
1885,dog
1886,automobile
1887,automobile
1888,airplane
1889,horse
1890,cat
1891,frog
1892,truck
1893,automobile
1894,frog
1895,airplane
1896,airplane
1897,dog
1898,deer
1899,automobile
1900,cat
1901,cat
1902,cat
1903,airplane
1904,ship
1905,deer
1906,bird
1907,truck
1908,dog
1909,truck
1910,truck
1911,ship
1912,dog
1913,automobile
1914,dog
1915,truck
1916,dog
1917,bird
1918,truck
1919,ship
1920,cat
1921,bird
1922,ship
1923,dog
1924,cat
1925,frog
1926,airplane
1927,ship
1928,bird
1929,dog
1930,bird
1931,ship
1932,airplane
1933,truck
1934,horse
1935,truck
1936,frog
1937,ship
1938,horse
1939,truck
1940,bird
1941,dog
1942,ship
1943,frog
1944,horse
1945,frog
1946,cat
1947,ship
1948,airplane
1949,frog
1950,dog
1951,truck
1952,bird
1953,cat
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,cat
1960,airplane
1961,truck
1962,deer
1963,frog
1964,deer
1965,truck
1966,dog
1967,automobile
1968,truck
1969,automobile
1970,frog
1971,truck
1972,bird
1973,dog
1974,ship
1975,cat
1976,airplane
1977,bird
1978,ship
1979,frog
1980,airplane
1981,truck
1982,dog
1983,truck
1984,bird
1985,bird
1986,cat
1987,horse
1988,bird
1989,bird
1990,bird
1991,truck
1992,airplane
1993,cat
1994,truck
1995,frog
1996,truck
1997,ship
1998,frog
1999,dog
2000,truck
2001,bird
2002,cat
2003,truck
2004,deer
2005,dog
2006,horse
2007,ship
2008,deer
2009,cat
2010,automobile
2011,deer
2012,bird
2013,horse
2014,airplane
2015,cat
2016,dog
2017,cat
2018,deer
2019,ship
2020,airplane
2021,airplane
2022,frog
2023,deer
2024,horse
2025,cat
2026,truck
2027,bird
2028,cat
2029,bird
2030,horse
2031,deer
2032,ship
2033,frog
2034,deer
2035,cat
2036,ship
2037,bird
2038,dog
2039,bird
2040,bird
2041,airplane
2042,deer
2043,deer
2044,dog
2045,deer
2046,truck
2047,frog
2048,dog
2049,deer
2050,truck
2051,bird
2052,bird
2053,bird
2054,horse
2055,bird
2056,bird
2057,automobile
2058,deer
2059,dog
2060,bird
2061,cat
2062,frog
2063,cat
2064,frog
2065,frog
2066,truck
2067,ship
2068,truck
2069,bird
2070,cat
2071,deer
2072,dog
2073,frog
2074,dog
2075,deer
2076,airplane
2077,ship
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,airplane
2083,automobile
2084,airplane
2085,dog
2086,horse
2087,cat
2088,dog
2089,truck
2090,truck
2091,horse
2092,frog
2093,ship
2094,truck
2095,frog
2096,ship
2097,truck
2098,truck
2099,truck
2100,airplane
2101,horse
2102,ship
2103,automobile
2104,dog
2105,airplane
2106,automobile
2107,airplane
2108,ship
2109,automobile
2110,frog
2111,deer
2112,cat
2113,ship
2114,automobile
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,cat
2121,horse
2122,automobile
2123,deer
2124,automobile
2125,truck
2126,cat
2127,ship
2128,ship
2129,ship
2130,truck
2131,bird
2132,horse
2133,dog
2134,truck
2135,bird
2136,cat
2137,deer
2138,truck
2139,bird
2140,horse
2141,cat
2142,automobile
2143,dog
2144,bird
2145,bird
2146,frog
2147,bird
2148,cat
2149,deer
2150,truck
2151,truck
2152,frog
2153,automobile
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,frog
2161,frog
2162,automobile
2163,ship
2164,automobile
2165,frog
2166,cat
2167,dog
2168,frog
2169,airplane
2170,bird
2171,ship
2172,horse
2173,bird
2174,airplane
2175,dog
2176,dog
2177,frog
2178,truck
2179,truck
2180,dog
2181,frog
2182,automobile
2183,horse
2184,ship
2185,bird
2186,automobile
2187,cat
2188,dog
2189,frog
2190,frog
2191,frog
2192,frog
2193,truck
2194,automobile
2195,dog
2196,ship
2197,horse
2198,frog
2199,airplane
2200,cat
2201,bird
2202,bird
2203,horse
2204,bird
2205,horse
2206,airplane
2207,truck
2208,dog
2209,airplane
2210,frog
2211,deer
2212,airplane
2213,cat
2214,ship
2215,truck
2216,ship
2217,truck
2218,frog
2219,deer
2220,ship
2221,truck
2222,automobile
2223,airplane
2224,dog
2225,frog
2226,automobile
2227,airplane
2228,dog
2229,cat
2230,deer
2231,deer
2232,truck
2233,ship
2234,airplane
2235,bird
2236,airplane
2237,cat
2238,frog
2239,ship
2240,horse
2241,ship
2242,truck
2243,automobile
2244,horse
2245,ship
2246,frog
2247,frog
2248,automobile
2249,automobile
2250,airplane
2251,cat
2252,horse
2253,dog
2254,horse
2255,truck
2256,ship
2257,cat
2258,bird
2259,airplane
2260,frog
2261,airplane
2262,truck
2263,horse
2264,frog
2265,bird
2266,bird
2267,dog
2268,dog
2269,horse
2270,frog
2271,automobile
2272,ship
2273,automobile
2274,horse
2275,horse
2276,horse
2277,truck
2278,ship
2279,ship
2280,dog
2281,frog
2282,bird
2283,deer
2284,frog
2285,frog
2286,bird
2287,truck
2288,bird
2289,ship
2290,frog
2291,dog
2292,cat
2293,dog
2294,truck
2295,cat
2296,dog
2297,airplane
2298,airplane
2299,airplane
2300,cat
2301,frog
2302,horse
2303,dog
2304,airplane
2305,airplane
2306,airplane
2307,dog
2308,cat
2309,airplane
2310,cat
2311,truck
2312,automobile
2313,dog
2314,bird
2315,truck
2316,cat
2317,dog
2318,ship
2319,frog
2320,cat
2321,bird
2322,deer
2323,frog
2324,frog
2325,dog
2326,cat
2327,bird
2328,frog
2329,truck
2330,deer
2331,cat
2332,automobile
2333,bird
2334,automobile
2335,frog
2336,deer
2337,deer
2338,airplane
2339,ship
2340,bird
2341,bird
2342,horse
2343,truck
2344,truck
2345,airplane
2346,frog
2347,frog
2348,deer
2349,frog
2350,cat
2351,deer
2352,frog
2353,horse
2354,bird
2355,bird
2356,ship
2357,horse
2358,cat
2359,bird
2360,airplane
2361,ship
2362,frog
2363,truck
2364,frog
2365,airplane
2366,truck
2367,truck
2368,cat
2369,truck
2370,ship
2371,horse
2372,dog
2373,ship
2374,ship
2375,airplane
2376,frog
2377,automobile
2378,ship
2379,dog
2380,truck
2381,automobile
2382,dog
2383,truck
2384,airplane
2385,cat
2386,ship
2387,ship
2388,automobile
2389,bird
2390,frog
2391,bird
2392,automobile
2393,truck
2394,frog
2395,deer
2396,cat
2397,bird
2398,bird
2399,cat
2400,ship
2401,automobile
2402,cat
2403,airplane
2404,dog
2405,bird
2406,cat
2407,ship
2408,automobile
2409,cat
2410,frog
2411,cat
2412,ship
2413,ship
2414,dog
2415,deer
2416,cat
2417,bird
2418,frog
2419,cat
2420,bird
2421,deer
2422,deer
2423,horse
2424,dog
2425,cat
2426,ship
2427,cat
2428,automobile
2429,truck
2430,deer
2431,horse
